Capacity,Count,Item
0,1352587,0,0,0,0
0,0227866,0,0,0,0
0,0047357,0,0,0,0
0,0059396,0,0,0,0
0,0066471,0,0,0,0
0,0057178,0,0,0,0
0,0063641,0,0,0,0
0,0058677,0,0,0,0
0,0065499,0,0,0,0
0,005918,0,0,0,0
0,0069482,0,0,0,0
0,0058562,0,0,0,0
0,0057156,0,0,0,0
0,0064694,0,0,0,0
0,0081645,0,0,0,0
0,0072015,0,0,0,0
0,0057179,0,0,0,0
0,006376,0,0,0,0
0,0057384,0,0,0,0
0,005511,0,0,0,0
0,0065225,0,0,0,0
0,0057202,0,0,0,0
0,006541,0,0,0,0
0,01962,0,0,0,0
0,0054842,0,0,0,0
0,0055365,0,0,0,0
0,0065251,0,0,0,0
0,0055746,0,0,0,0
0,0057104,0,0,0,0
0,0062908,0,0,0,0
0,005562,0,0,0,0
0,0054986,0,0,0,0
0,0064252,0,0,0,0
0,0057517,0,0,0,0
0,0052415,0,0,0,0
0,006353,0,0,0,0
0,0050392,0,0,0,0
0,0060074,0,0,0,0
0,0059739,0,0,0,0
0,0050339,0,0,0,0
0,0055244,0,0,0,0
0,0060045,0,0,0,0
0,0048989,0,0,0,0
0,0054479,0,0,0,0
0,0062473,0,0,0,0
0,0055464,0,0,0,0
0,007371,0,0,0,0
0,0052009,0,0,0,0
0,0057839,0,0,0,0
0,0056701,0,0,0,0
0,0053753,0,0,0,0
0,0067198,0,0,0,0
0,0070471,0,0,0,0
0,0059076,0,0,0,0
0,0055673,0,0,0,0
0,0077829,0,0,0,0
0,0061588,0,0,0,0
0,0067618,0,0,0,0
0,0064383,0,0,0,0
0,0050204,0,0,0,0
0,006338,0,0,0,0
0,0057663,0,0,0,0
0,0065223,0,0,0,0
0,0059581,0,0,0,0
0,0062063,0,0,0,0
0,0067995,0,0,0,0
0,0057074,0,0,0,0
0,00529,0,0,0,0
0,0071276,0,0,0,0
0,0056883,0,0,0,0
0,0062163,0,0,0,0
0,0074379,0,0,0,0
0,0052597,0,0,0,0
0,0063629,0,0,0,0
