Capacity;Count;Item
2235,396;0;0;0;0
2235,401;0;0;0;0
2235,408;0;0;0;0
2235,413;0;0;0;0
2235,418;0;0;0;0
2235,424;0;0;0;0
2235,429;0;0;0;0
2235,439;0;0;0;0
2235,444;0;0;0;0
2235,45;0;0;0;0
2235,458;0;0;0;0
2235,468;0;0;0;0
2235,478;0;0;0;0
2235,486;0;0;0;0
2235,493;0;0;0;0
2235,501;0;0;0;0
2235,51;0;0;0;0
2235,517;0;0;0;0
2235,526;0;0;0;0
2235,539;0;0;0;0
2235,547;0;0;0;0
2235,553;0;0;0;0
2235,559;0;0;0;0
2235,564;0;0;0;0
2235,569;0;0;0;0
2235,576;0;0;0;0
2235,582;0;0;0;0
2235,586;0;0;0;0
2235,593;0;0;0;0
2235,599;0;0;0;0
2235,603;0;0;0;0
2235,609;0;0;0;0
2235,615;0;0;0;0
2235,62;0;0;0;0
2235,626;0;0;0;0
2235,633;0;0;0;0
2235,639;0;0;0;0
2235,644;0;0;0;0
2235,65;0;0;0;0
2235,656;0;0;0;0
2235,662;0;0;0;0
2235,667;0;0;0;0
2235,674;0;0;0;0
2235,68;0;0;0;0
2235,686;0;0;0;0
2235,691;0;0;0;0
2235,697;0;0;0;0
2235,703;0;0;0;0
2235,708;0;0;0;0
2235,714;0;0;0;0
2235,72;0;0;0;0
2235,727;0;0;0;0
2235,732;0;0;0;0
2235,738;0;0;0;0
2235,744;0;0;0;0
2235,75;0;0;0;0
2235,756;0;0;0;0
2235,762;0;0;0;0
2235,768;0;0;0;0
2235,774;0;0;0;0
2235,78;0;0;0;0
2235,785;0;0;0;0
2235,791;0;0;0;0
2235,796;0;0;0;0
2235,802;0;0;0;0
2235,807;0;0;0;0
2235,812;0;0;0;0
2235,817;0;0;0;0
2235,823;0;0;0;0
2235,828;0;0;0;0
2235,833;0;0;0;0
2235,839;0;0;0;0
2235,844;0;0;0;0
2235,849;0;0;0;0
2235,855;0;0;0;0
2235,86;0;0;0;0
2235,865;0;0;0;0
2235,87;0;0;0;0
2235,876;0;0;0;0
2235,881;0;0;0;0
2235,886;0;0;0;0
2235,893;0;0;0;0
2235,9;0;0;0;0
2235,907;0;0;0;0
2235,912;0;0;0;0
2235,918;0;0;0;0
2235,925;0;0;0;0
2235,93;0;0;0;0
2235,936;0;0;0;0
2235,943;0;0;0;0
2235,948;0;0;0;0
2235,953;0;0;0;0
2235,96;0;0;0;0
2235,965;0;0;0;0
2235,971;0;0;0;0
2235,977;0;0;0;0
2235,983;0;0;0;0
2235,989;0;0;0;0
2235,994;0;0;0;0
2236;0;0;0;0
2236,007;0;0;0;0
2236,012;0;0;0;0
2236,019;0;0;0;0
2236,026;0;0;0;0
2236,032;0;0;0;0
2236,038;0;0;0;0
2236,043;0;0;0;0
2236,049;0;0;0;0
2236,055;0;0;0;0
2236,061;0;0;0;0
2236,066;0;0;0;0
2236,073;0;0;0;0
2236,079;0;0;0;0
2236,085;0;0;0;0
2236,092;0;0;0;0
2236,097;0;0;0;0
2236,103;0;0;0;0
2236,11;0;0;0;0
2236,115;0;0;0;0
2236,12;0;0;0;0
2236,126;0;0;0;0
2236,131;0;0;0;0
2236,136;0;0;0;0
2236,142;0;0;0;0
2236,147;0;0;0;0
2236,152;0;0;0;0
2236,159;0;0;0;0
2236,164;0;0;0;0
2236,17;0;0;0;0
2236,176;0;0;0;0
2236,182;0;0;0;0
2236,188;0;0;0;0
2236,193;0;0;0;0
2236,199;0;0;0;0
2236,205;0;0;0;0
2236,21;0;0;0;0
2236,215;0;0;0;0
2236,221;0;0;0;0
2236,226;0;0;0;0
2236,232;0;0;0;0
2236,236;0;0;0;0
2236,242;0;0;0;0
2236,248;0;0;0;0
2236,253;0;0;0;0
2236,259;0;0;0;0
2236,264;0;0;0;0
2236,269;0;0;0;0
2236,274;0;0;0;0
2236,28;0;0;0;0
2236,285;0;0;0;0
2236,291;0;0;0;0
2236,296;0;0;0;0
2236,301;0;0;0;0
2236,306;0;0;0;0
2236,313;0;0;0;0
2236,318;0;0;0;0
2236,323;0;0;0;0
2236,329;0;0;0;0
2236,334;0;0;0;0
2236,339;0;0;0;0
2236,345;0;0;0;0
2236,35;0;0;0;0
2236,356;0;0;0;0
2236,361;0;0;0;0
2236,366;0;0;0;0
2236,372;0;0;0;0
2236,377;0;0;0;0
2236,382;0;0;0;0
2236,389;0;0;0;0
2236,394;0;0;0;0
2236,399;0;0;0;0
2236,405;0;0;0;0
2236,409;0;0;0;0
2236,415;0;0;0;0
2236,421;0;0;0;0
2236,426;0;0;0;0
2236,432;0;0;0;0
2236,437;0;0;0;0
2236,443;0;0;0;0
2236,448;0;0;0;0
2236,453;0;0;0;0
2236,458;0;0;0;0
2236,463;0;0;0;0
2236,469;0;0;0;0
2236,474;0;0;0;0
2236,479;0;0;0;0
2236,485;0;0;0;0
2236,491;0;0;0;0
2236,496;0;0;0;0
2236,501;0;0;0;0
2236,507;0;0;0;0
2236,512;0;0;0;0
2236,518;0;0;0;0
2236,523;0;0;0;0
2236,529;0;0;0;0
2236,539;0;0;0;0
2236,543;0;0;0;0
2236,549;0;0;0;0
2236,555;0;0;0;0
2236,561;0;0;0;0
2236,568;0;0;0;0
2236,577;0;0;0;0
2236,587;0;0;0;0
2236,596;0;0;0;0
2236,604;0;0;0;0
2236,614;0;0;0;0
2236,626;0;0;0;0
2236,639;0;0;0;0
2236,647;0;0;0;0
2236,655;0;0;0;0
2236,664;0;0;0;0
2236,67;0;0;0;0
2236,675;0;0;0;0
2236,68;0;0;0;0
2236,689;0;0;0;0
2236,694;0;0;0;0
2236,7;0;0;0;0
2236,705;0;0;0;0
2236,71;0;0;0;0
2236,715;0;0;0;0
